step,MM-0_pnl,MM-0_inv,MM-0_nav,MM-1_pnl,MM-1_inv,MM-1_nav,TF-0_pnl,TF-0_inv,TF-0_nav,TF-1_pnl,TF-1_inv,TF-1_nav,MR-0_pnl,MR-0_inv,MR-0_nav,MR-1_pnl,MR-1_inv,MR-1_nav,LT-0_pnl,LT-0_inv,LT-0_nav,LT-1_pnl,LT-1_inv,LT-1_nav,SP-0_pnl,SP-0_inv,SP-0_nav,RL-0_pnl,RL-0_inv,RL-0_nav
768,5281.982606851907,-53,-47.80004504846602,-15.379999999999717,0,-15.379999999999717,2182.2318877932184,-22,76.91379275703503,910.9603060388667,-9,5.902874584086476,0.0,0,0.0,-688.3763029143572,7,-18.502363584662476,561.7660637826258,-6,-41.605557187227646,1496.2756400451833,-15,-11.583574254877249,30299.80687835787,-314,251.1758855687076,-13389.063848024458,134,86.23568696893744
769,5281.9626068519065,-53,-48.76179326622423,-15.399999999999716,0,-15.399999999999716,2182.2318877932184,-22,77.61189278747406,810.7303298414329,-8,6.092684540582923,0.0,0,0.0,-688.3763029143572,7,-18.72448632162036,561.7660637826258,-6,-41.71217019301173,1496.2756400451833,-15,-11.572332504308406,30395.471191525343,-315,261.139444852186,-13490.112327934887,135,88.14793651695618
770,5281.942606851906,-53,-53.59716818018023,-15.419999999999716,0,-15.419999999999716,2182.2318877932184,-22,77.83520106994592,710.3327939967992,-7,5.638861445391626,0.0,0,0.0,-688.3763029143572,7,-18.795538956952328,561.7660637826258,-6,-42.25730697572351,1496.2756400451833,-15,-11.583574254877249,30491.1122708586,-316,264.3234979243207,-13591.165763062665,136,100.03064079325304
771,5281.922606851906,-53,-34.99883374244291,-15.439999999999715,0,-15.439999999999715,2182.2318877932184,-22,78.31579497333223,710.3227939967992,-7,8.08788674848904,0.0,0,0.0,-688.3763029143572,7,-18.94845519893886,561.7660637826258,-6,-40.14957100164008,1496.2756400451833,-15,-11.710777738490151,30586.73304943891,-317,271.21480289782266,-13490.882227218031,135,52.21955542794967
772,5281.902606851905,-53,-31.009482677267442,-15.459999999999715,0,-15.459999999999715,2182.2318877932184,-22,78.67622029396307,810.6720577418656,-8,8.723063095952739,0.0,0,0.0,-688.3763029143572,7,-19.063135982775975,561.7660637826258,-6,-39.695682201808836,1496.2756400451833,-15,-11.767110907382857,30682.310137664364,-318,276.3691256296697,-13390.624954753988,134,42.020705565051685
773,5281.882606851905,-53,-30.219047719308037,-15.479999999999714,0,-15.479999999999714,2182.2318877932184,-22,78.7300577264873,910.9886131754369,-9,8.933615229381758,0.0,0,0.0,-688.3763029143572,7,-19.080266074942756,561.7560637826258,-6,-39.61393484807752,1496.2756400451833,-15,-11.93369218552175,30777.85445995158,-319,277.0779239839794,-13290.518978556554,133,39.84932442403624
774,5382.5889399570215,-54,-48.001560210147545,-15.499999999999714,0,-15.499999999999714,2182.2318877932184,-22,78.85084230337861,1011.1993336194573,-10,5.534426181092613,0.0,0,0.0,-688.3763029143572,7,-19.118697531226303,160.1662516959235,-2,-40.96672979174943,1496.2756400451833,-15,-11.990659879113991,30873.393887926748,-320,278.7604989836218,-13391.259311661672,134,84.65044801241493
775,5382.568939957021,-54,-48.02156021014798,-15.519999999999714,0,-15.519999999999714,2182.2318877932184,-22,79.06399852756113,910.7318330028371,-9,5.633416308308938,0.0,0,0.0,-688.3763029143572,7,-19.1865199661936,160.1662516959235,-2,-40.96672979174943,1496.2756400451833,-15,-11.999770648701087,30968.922335485833,-321,281.7908602914722,-13290.915811045052,133,84.42745788519824
776,5382.548939957021,-54,-58.95493470783276,-15.539999999999713,0,-15.539999999999713,2182.2318877932184,-22,79.51455715738348,810.1389710751739,-8,3.9902489026030707,0.0,0,0.0,-688.3763029143572,7,-19.329879530227913,160.1662516959235,-2,-41.370928847219204,1496.2756400451833,-15,-12.20282168417225,31064.431405206356,-322,288.29592953640895,-13391.973398786535,134,111.01769760402749
777,5382.52893995702,-54,-58.9749347078332,-15.559999999999713,0,-15.559999999999713,2182.2318877932184,-22,79.51455715738348,709.4911311851015,-7,4.110999284102036,0.0,0,0.0,-688.3763029143572,7,-19.329879530227913,160.1662516959235,-2,-41.370928847219204,1496.2756400451833,-15,-12.264744301535984,30969.075994229323,-321,288.51857904282224,-13291.449558896464,133,110.77294722252736
778,5382.50893995702,-54,-60.23032217218861,-15.579999999999712,0,-15.579999999999712,2182.2318877932184,-22,79.51455715738348,608.8564271454712,-6,4.107620242225835,0.0,0,0.0,-688.3763029143572,7,-19.329879530227913,160.15625169592352,-2,-41.42668393849161,1496.2756400451833,-15,-12.292182866184021,30873.867374294987,-320,288.88801959193006,-13392.517877511944,134,113.53880999387002
779,5382.488939957019,-54,-61.11250387608652,-15.599999999999712,0,-15.599999999999712,2182.2318877932184,-22,79.76042031999577,508.235107272865,-5,4.197936547577399,0.0,0,0.0,-688.3763029143572,7,-19.408108718331846,-244.12391190073936,2,-42.50904361062433,1496.2756400451833,-15,-12.330200086101058,30969.335484140072,-321,292.3654360080509,-13493.614976757117,135,115.38863282564671
780,5382.468939957019,-54,-61.13250387608696,-15.619999999999711,0,-15.619999999999711,2182.2218877932182,-22,80.03895038096925,508.235107272865,-5,4.197936547577399,0.0,0,0.0,-688.3763029143572,7,-19.499913737732527,-244.12391190073936,2,-42.50904361062433,1496.2756400451833,-15,-12.437309974325672,31064.78124278856,-322,296.46734066382487,-13594.228040119635,136,115.58300360818612
781,5382.448939957018,-54,-63.01963236020674,-15.639999999999711,0,-15.639999999999711,2277.641416436158,-23,81.16106088319066,508.235107272865,-5,4.025054280529332,0.0,0,0.0,-688.3763029143572,7,-19.882281659106297,-244.12391190073936,2,-42.439890703805105,1496.2756400451833,-15,-12.647571702968662,31160.11429771036,-323,313.89017407520805,-13694.931897066084,137,120.42355492391289
782,5382.428939957018,-54,-63.23451381524592,-15.65999999999971,0,-15.65999999999971,2372.961697101563,-24,81.92863191541983,508.235107272865,-5,4.007009701359095,0.0,0,0.0,-688.3763029143572,7,-20.158325568398823,-244.12391190073936,2,-42.432672872137005,1496.2756400451833,-15,-12.651774255980172,31255.395699400062,-324,326.44931938713125,-13795.642971844203,138,121.05252112935887
783,5382.4089399570175,-54,-55.49757577543096,-15.67999999999971,0,-15.67999999999971,2372.961697101563,-24,86.9026221203826,508.235107272865,-5,4.725244705045668,0.0,0,0.0,-688.3763029143572,7,-21.60907271151291,-244.12391190073936,2,-42.71996687361164,1496.2756400451833,-15,-12.670890599239328,31350.6271103771,-325,393.5771366736117,-13694.950101595194,137,101.22013276305552
784,5382.388939957017,-54,-54.42830221264194,-15.69999999999971,0,-15.69999999999971,2372.961697101563,-24,85.33451150498922,508.235107272865,-5,4.8261033682668995,0.0,0,0.0,-688.3763029143572,7,-21.151707115356544,-244.12391190073936,2,-42.760310338900126,1496.2756400451833,-15,-12.685368560345978,31255.312648919553,-324,372.3456433658066,-13594.297574811473,136,98.42733139359552
785,5382.368939957017,-54,-55.032949526578705,-15.71999999999971,0,-15.71999999999971,2372.961697101563,-24,83.26454731305284,508.235107272865,-5,4.771969357717239,0.0,0,0.0,-688.3763029143572,7,-20.547967559375138,-244.12391190073936,2,-42.73865673468026,1496.2756400451833,-15,-12.714394762431084,31159.932849519697,-323,344.42537528266257,-13695.030303193811,137,99.8596756812367
786,5382.348939957016,-54,-55.41726047051179,-15.739999999999709,0,-15.739999999999709,2372.961697101563,-24,83.26454731305284,508.235107272865,-5,4.73823686290865,0.0,0,0.0,-688.3763029143572,7,-20.547967559375138,-244.12391190073936,2,-42.725163736756826,1496.2756400451833,-15,-12.729891816568852,31064.58679346461,-322,344.48336713543176,-13795.766524574072,138,100.74709874072323
787,5382.328939957016,-54,-52.809193401860284,-15.759999999999708,0,-15.759999999999708,2372.961697101563,-24,86.1765534879305,508.235107272865,-5,4.981576406302338,0.0,0,0.0,-688.3763029143572,7,-21.397302693714323,-244.12391190073936,2,-42.8224995541143,1496.2756400451833,-15,-12.750597263672944,31159.928841372464,-323,383.6121169056605,-13795.776524574072,138,94.02092734305734
788,5382.308939957015,-54,-53.21202649528823,-15.779999999999708,0,-15.779999999999708,2372.951697101563,-24,86.95060879562698,508.235107272865,-5,4.946128897651647,0.0,0,0.0,-688.3763029143572,7,-21.625985491792562,-244.12391190073936,2,-42.80832055065403,1496.2756400451833,-15,-12.758405185945776,31255.184640772324,-324,394.1699486421894,-13896.455715540436,139,94.97788329049399
789,5382.288939957015,-54,-53.232026495288665,-15.799999999999708,0,-15.799999999999708,2468.142158559112,-25,87.15505270227277,508.235107272865,-5,4.946128897651647,0.0,0,0.0,-688.3763029143572,7,-21.699913274442224,-244.12391190073936,2,-42.80832055065403,1496.2756400451833,-15,-12.809437823383405,31350.37264356868,-325,397.54026742977294,-13996.97620152237,140,95.11519298360327
790,5382.2689399570145,-54,-53.2520264952891,-15.819999999999707,0,-15.819999999999707,2563.311497793047,-26,88.11361609359619,508.235107272865,-5,4.946128897651647,0.0,0,0.0,-688.3763029143572,7,-21.976873226043608,-244.12391190073936,2,-42.80832055065403,1496.2756400451833,-15,-12.814855639943744,31445.524358255858,-326,410.3509184858267,-14097.564481221134,141,95.18470895988139
791,5382.248939957014,-54,-53.27202649528954,-15.839999999999707,0,-15.839999999999707,2658.4117056122386,-27,89.36791485461617,508.235107272865,-5,4.946128897651647,0.0,0,0.0,-688.3763029143572,7,-22.327912717936556,-244.12391190073936,2,-42.80832055065403,1496.2756400451833,-15,-12.830099186674488,31540.608978190197,-327,426.63417901454886,-14198.080290328775,142,95.32669552728294
792,5382.228939957014,-54,-53.292026495289974,-15.859999999999706,0,-15.859999999999706,2658.4117056122386,-27,89.39371094497483,508.235107272865,-5,4.946128897651647,0.0,0,0.0,-688.3763029143572,7,-22.334600593214645,-244.12391190073936,2,-42.80832055065403,1496.2756400451833,-15,-12.83573082677799,31635.598889011708,-328,426.7876945353164,-14298.592042650844,143,95.47273888025666
793,5382.208939957013,-54,-52.94771555135776,-15.879999999999706,0,-15.879999999999706,2658.4117056122386,-27,89.39371094497483,508.235107272865,-5,4.979861392460236,0.0,0,0.0,-688.3763029143572,7,-22.334600593214645,-244.12391190073936,2,-42.82181354857747,1496.2656400451833,-15,-13.676848800903372,31730.58688901171,-329,426.6268799180107,-14298.602042650844,143,94.49798952873061
794,5382.188939957013,-54,-52.18818678238313,-15.899999999999705,0,-15.899999999999705,2658.4117056122386,-27,96.21799503362718,508.235107272865,-5,5.05203998218019,0.0,0,0.0,-688.3763029143572,7,-24.10385943101346,-244.12391190073936,2,-42.85068498446543,992.7523705779263,-10,-14.137066807786823,31825.57488901171,-330,509.87398193979243,-14197.993314268508,142,92.40579678694121
795,5382.168939957012,-54,-52.208186782383564,-15.919999999999705,0,-15.919999999999705,2658.4117056122386,-27,96.54049697460232,508.235107272865,-5,5.05203998218019,0.0,0,0.0,-688.3763029143572,7,-24.187471045340317,-244.12391190073936,2,-42.85068498446543,992.7523705779263,-10,-13.942648399133986,31920.457395385736,-331,513.8140598650825,-14298.405025068034,143,92.63069944555173
796,5382.148939957012,-54,-51.56220532007774,-15.939999999999705,0,-15.939999999999705,2658.4117056122386,-27,96.54049697460232,508.235107272865,-5,5.113704932393716,0.0,0,0.0,-688.3763029143572,7,-24.187471045340317,-244.12391190073936,2,-42.87535096455085,992.7523705779263,-10,-13.388569749717135,32015.319996138685,-332,513.7925417795996,-14197.825168121584,142,90.82265834780083
797,5382.128939957011,-54,-50.289685788616225,-15.959999999999704,0,-15.959999999999704,2658.4117056122386,-27,96.74808707753391,508.235107272865,-5,5.233382666788373,0.0,0,0.0,-688.3763029143572,7,-24.241290701656,-244.12391190073936,2,-42.92322205830871,992.7523705779263,-10,-13.370277373285262,32110.17861348005,-333,516.3273182186931,-14097.269977155222,141,87.37865673613851
798,5382.108939957011,-54,-50.30968578861666,-15.979999999999704,0,-15.979999999999704,2658.4117056122386,-27,96.74808707753391,508.235107272865,-5,5.233382666788373,0.0,0,0.0,-688.3763029143572,7,-24.241290701656,-244.12391190073936,2,-42.92322205830871,992.7523705779263,-10,-13.364264573220908,32205.067573419055,-334,516.3398478415984,-14197.681877234878,142,87.56710157769885
799,5382.088939957011,-54,-49.83676001623098,-15.999999999999703,0,-15.999999999999703,2658.4117056122386,-27,95.70885144197655,508.235107272865,-5,5.279023942009303,0.0,0,0.0,-688.3763029143572,7,-23.97185924058556,-244.12391190073936,2,-42.94147856839709,992.7523705779263,-10,-13.16968387898703,32110.157953083555,-333,503.48941831698903,-14197.691877234878,142,86.26088936142332
800,5382.06893995701,-54,-49.18760109489449,-16.019999999999705,0,-16.019999999999705,2658.4117056122386,-27,94.13844393811632,508.235107272865,-5,5.3409831013923394,0.0,0,0.0,-688.3763029143572,7,-23.564716554399638,-244.12391190073936,2,-42.966262232150314,992.7523705779263,-10,-13.04029244448975,32015.171352330606,-332,484.10754211547464,-14097.202813872362,141,84.4114877631655
801,5382.04893995701,-54,-49.207601094894926,-16.039999999999708,0,-16.039999999999708,2658.4017056122384,-27,92.07788472279071,508.235107272865,-5,5.3409831013923394,0.0,0,0.0,-688.3763029143572,7,-23.03309009116697,-244.12391190073936,2,-42.966262232150314,992.7523705779263,-10,-13.005023499644949,31920.06842509589,-331,458.83936159932637,-14197.563259402217,142,84.62986706760421
802,5382.028939957009,-54,-42.365283000893214,-16.05999999999971,0,-16.05999999999971,2563.146885102312,-26,86.71484113552651,508.235107272865,-5,5.976382924911036,0.0,0,0.0,-688.3763029143572,7,-21.64459876945341,-244.12391190073936,2,-43.22042216155779,992.7523705779263,-10,-12.891283893239574,31824.759281717674,-330,393.12180060078026,-14097.098979703453,141,66.59704690884791
803,5382.008939957009,-54,-42.38528300089365,-16.079999999999714,0,-16.079999999999714,2467.8751741448905,-25,84.73528306898925,508.235107272865,-5,5.976382924911036,0.0,0,0.0,-688.3763029143572,7,-21.09713341310487,-244.12391190073936,2,-43.22042216155779,992.7523705779263,-10,-12.869656142664098,31729.44965248306,-329,367.3286859241998,-13996.475091075205,140,66.76919066750452
804,5381.988939957008,-54,-54.690626982874164,-16.099999999999717,0,-16.099999999999717,2372.5293390597362,-24,81.61118457617295,508.235107272865,-5,4.8388510747277,0.0,0,0.0,-688.3763029143572,7,-20.191841189984643,-244.12391190073936,2,-42.765409421484435,992.7523705779263,-10,-12.863582296272853,31633.98360457521,-328,324.76882663317883,-14096.980828492318,141,98.7935962951542
805,5381.968939957008,-54,-54.7106269828746,-16.11999999999972,0,-16.11999999999972,2277.0934080948427,-23,80.13143134118991,508.225107272865,-5,4.828851074727709,0.0,0,0.0,-688.3763029143572,7,-19.735701293680222,-244.12391190073936,2,-42.765409421484435,992.7523705779263,-10,-12.850044021644521,31538.2955934534,-327,303.22748917320496,-13996.198412546924,140,98.89676100092038
806,5381.9489399570075,-54,-58.817988677236826,-16.139999999999723,0,-16.139999999999723,2181.843053642404,-22,80.21924864521179,407.5317373030406,-4,4.511964811615087,0.0,0,0.0,-688.3763029143572,7,-19.67781950615972,-244.12391190073936,2,-42.61402565502661,992.7523705779263,-10,-12.835417137722175,31442.567352526672,-326,300.3236966591903,-14096.946301175174,141,109.50067914757528
807,5381.928939957007,-54,-59.92726224002672,-16.159999999999727,0,-16.159999999999727,2086.4921288443356,-21,80.32927521242004,306.765210519319,-3,4.439865952817172,0.0,0,0.0,-688.3763029143572,7,-19.65535170371868,-244.12391190073936,2,-42.57368218973812,992.7523705779263,-10,-12.829859247476179,31346.822573946367,-325,299.06412488100614,-14197.735433684606,142,112.33087579648236
808,5381.908939957007,-54,-59.94726224002716,-16.17999999999973,0,-16.17999999999973,2086.4921288443356,-21,80.32927521242004,306.765210519319,-3,4.439865952817172,0.0,0,0.0,-688.3763029143572,7,-19.65535170371868,-244.12391190073936,2,-42.57368218973812,992.7523705779263,-10,-12.825603833878176,31251.53316030313,-324,299.30627569643184,-14298.37895080792,143,112.46247352866703
809,5381.888939957006,-54,-59.967262240027594,-16.199999999999733,0,-16.199999999999733,2086.4921288443356,-21,84.11131497617725,306.765210519319,-3,4.439865952817172,0.0,0,0.0,-688.3763029143572,7,-20.916031624971083,-244.12391190073936,2,-42.57368218973812,992.7523705779263,-10,-12.71566173470319,31346.845091268024,-325,357.61820997509494,-14399.18412471833,144,112.43241447376022
810,5381.868939957006,-54,-60.28265430124611,-16.219999999999736,0,-16.219999999999736,2086.4921288443356,-21,84.11131497617725,306.765210519319,-3,4.423455282749444,0.0,0,0.0,-688.3763029143572,7,-20.916031624971083,-244.12391190073936,2,-42.56274174302632,992.7523705779263,-10,-12.714549648452135,31442.21540880733,-326,357.6370601873459,-14500.00099496734,145,113.18384146685457
811,5381.848939957005,-54,-62.7394016066346,-16.23999999999974,0,-16.23999999999974,2086.4921288443356,-21,84.11131497617725,306.765210519319,-3,4.288080432450101,0.0,0,0.0,-688.3763029143572,7,-20.916031624971083,-244.12391190073936,2,-42.47249184282677,992.7523705779263,-10,-12.702534405626466,31537.62209452894,-327,357.6922785819006,-14600.82460843822,146,119.72905578939753
812,5381.828939957005,-54,-63.86295963638349,-16.259999999999742,0,-16.259999999999742,2086.4921288443356,-21,85.16977763442651,306.765210519319,-3,4.226771653019682,0.0,0,0.0,-688.3763029143572,7,-21.268852511054206,-244.12391190073936,2,-42.43161932320646,992.7523705779263,-10,-12.677163140455491,31632.911561855995,-328,374.16245724408145,-14701.681967900213,147,122.7015365484549
813,5381.808939957004,-54,-65.40856518177407,-16.279999999999745,0,-16.279999999999745,2086.4921288443356,-21,85.16977763442651,306.765210519319,-3,4.142015789386846,0.0,0,0.0,-688.3763029143572,7,-21.268852511054206,-244.12391190073936,2,-42.37511541411794,992.7523705779263,-10,-12.676994202523701,31728.156814686554,-329,374.1066457313136,-14802.543524587047,148,126.86741542293748
814,5381.788939957004,-54,-65.4285651817745,-16.29999999999975,0,-16.29999999999975,2086.4921288443356,-21,85.16977763442651,306.765210519319,-3,4.142015789386846,0.0,0,0.0,-688.3763029143572,7,-21.268852511054206,-244.12391190073936,2,-42.37511541411794,992.7523705779263,-10,-12.673013598729085,31823.459269622766,-330,374.1080363241963,-14701.482612443837,147,127.05392932283758
815,5381.768939957004,-54,-70.47336385498329,-16.31999999999975,0,-16.31999999999975,2086.4921288443356,-21,85.16977763442651,306.765210519319,-3,3.8628603075419505,0.0,0,0.0,-688.3763029143572,7,-21.268852511054206,-244.12391190073936,2,-42.18901175955466,992.7523705779263,-10,-12.6632768215336,31918.920809057392,-331,374.26851141549196,-14802.40067303976,148,140.78193740790812
816,5381.748939957003,-54,-70.49336385498373,-16.339999999999755,0,-16.339999999999755,2086.4921288443356,-21,85.10479851853324,306.765210519319,-3,3.8628603075419505,0.0,0,0.0,-688.3763029143572,7,-21.247192805756413,-244.12391190073936,2,-42.18901175955466,992.7523705779263,-10,-12.662122252987047,31918.920809057392,-331,373.2443167792662,-14701.31559485594,147,140.89956552113654
817,5381.728939957003,-54,-71.09989973728443,-16.359999999999758,0,-16.359999999999758,2086.4821288443354,-21,84.63054630530155,306.755210519319,-3,3.820274980747513,0.0,0,0.0,-688.3763029143572,7,-21.092442068012588,-244.12391190073936,2,-42.16728820835834,992.7523705779263,-10,-12.657832254030836,31918.910809057394,-331,365.9168176088133,-14802.419759106426,148,142.37039412976992
818,5381.708939957002,-54,-71.43426338166864,-16.37999999999976,0,-16.37999999999976,1991.0686615172801,-20,83.37116086790502,205.63932271763798,-2,3.671055927316843,0.0,0,0.0,-688.3763029143572,7,-20.682177687075864,-244.12391190073936,2,-42.15564511041822,992.7523705779263,-10,-12.608303106104245,31823.48435412118,-330,346.4755934064924,-14701.342682742901,147,143.3249263457019
819,5381.688939957002,-54,-71.45426338166908,-16.399999999999764,0,-16.399999999999764,1895.5379757956716,-19,81.13048398594219,205.63932271763798,-2,3.671055927316843,0.0,0,0.0,-688.3763029143572,7,-19.91038487919377,-244.12391190073936,2,-42.15564511041822,992.7523705779263,-10,-12.592191880115024,31727.908814686554,-329,310.01066703386823,-14600.289465829559,146,143.39400986388318
820,5381.668939957001,-54,-71.60494325893706,-16.419999999999767,0,-16.419999999999767,1799.7867778432396,-18,75.83473268054968,205.63932271763798,-2,3.666215931862496,0.0,0,0.0,-688.3763029143572,7,-17.950507573311143,-244.12391190073936,2,-42.15080511496387,992.7523705779263,-10,-12.584697379735871,31632.120501519086,-328,217.8832341100715,-14701.42699672918,147,143.59635202531717
821,5381.648939957001,-54,-71.62494325893749,-16.43999999999977,0,-16.43999999999977,1704.0226053835202,-17,75.80592829765965,205.63932271763798,-2,3.666215931862496,0.0,0,0.0,-688.3763029143572,7,-17.934141761355818,-244.12391190073936,2,-42.15080511496387,992.7523705779263,-10,-12.571407015537602,31536.28806191279,-327,217.06139090829674,-14600.28487450713,146,143.75192085447998
822,5381.6289399570005,-54,-71.64494325893793,-16.459999999999773,0,-16.459999999999773,1704.0226053835202,-17,75.80592829765965,205.63932271763798,-2,3.666215931862496,0.0,0,0.0,-688.3763029143572,7,-17.934141761355818,-244.12391190073936,2,-42.15080511496387,992.7523705779263,-10,-12.516197467956545,31440.48393883613,-326,217.03471942491888,-14499.162232177016,145,143.88800979170628
823,5381.608939957,-54,-71.71460830324304,-16.479999999999777,0,-16.479999999999777,1704.0226053835202,-17,76.80018612602976,205.63932271763798,-2,3.664376485777126,0.0,0,0.0,-688.3763029143572,7,-18.343542043625916,-244.12391190073936,2,-42.1489656688785,992.7523705779263,-10,-12.499480579523834,31536.20172647013,-327,236.09989722311366,-14600.304603072093,146,143.86647185374932
824,5381.588939957,-54,-71.73460830324348,-16.49999999999978,0,-16.49999999999978,1704.0226053835202,-17,77.66567469590632,205.63932271763798,-2,3.664376485777126,0.0,0,0.0,-688.3763029143572,7,-18.69991969004559,-244.12391190073936,2,-42.1489656688785,992.7523705779263,-10,-12.412746270082721,31631.881849546793,-328,252.75989275047687,-14499.097760884837,145,144.08584092507408
825,5381.568939956999,-54,-71.75460830324391,-16.519999999999783,0,-16.519999999999783,1704.0226053835202,-17,77.76673067372803,205.63932271763798,-2,3.664376485777126,0.0,0,0.0,-688.3763029143572,7,-18.741530975031083,-244.12391190073936,2,-42.1489656688785,992.7523705779263,-10,-12.38423564709717,31727.532022006515,-329,254.69774085818426,-14397.954438840818,144,144.24168985316464
826,5381.548939956999,-54,-76.87591603223791,-16.539999999999786,0,-16.539999999999786,1704.0226053835202,-17,77.76673067372803,205.63932271763798,-2,3.4754391624810523,0.0,0,0.0,-688.3763029143572,7,-18.741530975031083,-244.12391190073936,2,-41.96002834558243,992.7523705779263,-10,-12.38410306999549,31823.17407704432,-330,254.67768561894627,-14499.098112054815,145,157.7834456940618
827,5381.528939956998,-54,-77.99997364265255,-16.55999999999979,0,-16.55999999999979,1704.0226053835202,-17,77.76673067372803,205.63932271763798,-2,3.4345481398731295,0.0,0,0.0,-688.3763029143572,7,-18.741530975031083,-244.12391190073936,2,-41.91913732297451,992.7523705779263,-10,-12.383332940278706,31918.870859242466,-331,254.71235754004374,-14600.242322395976,146,160.70622178085796
828,5381.508939956998,-54,-78.408164589011,-16.579999999999792,0,-16.579999999999792,1704.0226053835202,-17,77.76673067372803,205.63932271763798,-2,3.420170697415415,0.0,0,0.0,-688.3763029143572,7,-18.741530975031083,-244.12391190073936,2,-41.90475988051679,992.7523705779263,-10,-12.304333274491228,32014.632076847647,-332,254.8114648681767,-14701.39180979529,147,161.71586369106808
829,5381.4889399569975,-54,-78.71487692097799,-16.599999999999795,0,-16.599999999999795,1704.0226053835202,-17,77.76673067372803,205.63932271763798,-2,3.4095517221574028,0.0,0,0.0,-688.3763029143572,7,-18.741530975031083,-244.12391190073936,2,-41.89414090525878,992.7523705779263,-10,-12.25005782110236,32110.329244528115,-333,254.8465222716004,-14802.555674637062,148,162.44737902850102
830,5381.468939956997,-54,-78.73600461203841,-16.6199999999998,0,-16.6199999999998,1704.0226053835202,-17,77.15582234785188,205.63932271763798,-2,3.4095099558218465,0.0,0,0.0,-688.3763029143572,7,-18.48998048790554,-244.12391190073936,2,-41.894099138923224,992.7523705779263,-10,-12.208364729666187,32110.329244528115,-333,242.87990624119993,-14903.730158454093,149,162.39089230120953
831,5381.448939956997,-54,-78.75600461203885,-16.6399999999998,0,-16.6399999999998,1704.0226053835202,-17,77.11778552393321,205.63932271763798,-2,3.4095099558218465,0.0,0,0.0,-688.3763029143572,7,-18.474318266292016,-244.12391190073936,2,-41.894099138923224,992.7523705779263,-10,-12.203745368743398,32110.329244528115,-333,242.1348319844401,-15004.750700703114,150,162.48525643309586
832,5381.428939956996,-54,-78.77600461203929,-16.659999999999805,0,-16.659999999999805,1704.0226053835202,-17,76.95501747004505,205.63932271763798,-2,3.4095099558218465,0.0,0,0.0,-688.3763029143572,7,-18.407296126455776,-244.12391190073936,2,-41.894099138923224,992.7523705779263,-10,-12.160543173256428,32110.319244528117,-333,238.93649304651626,-15105.812782122124,151,162.53808139499415
833,5381.408939956996,-54,-78.79600461203972,-16.679999999999808,0,-16.679999999999808,1704.0226053835202,-17,77.04277620541643,205.63932271763798,-2,3.4095099558218465,0.0,0,0.0,-688.3763029143572,7,-18.44343207631448,-244.12391190073936,2,-41.894099138923224,992.7523705779263,-10,-12.023476151988007,32205.97667723208,-334,240.60826867404103,-15206.72796629431,152,162.7378036037171
834,5381.388939956995,-54,-78.81600461204016,-16.69999999999981,0,-16.69999999999981,1704.0226053835202,-17,77.15582234785188,205.63932271763798,-2,3.4095099558218465,0.0,0,0.0,-688.3763029143572,7,-18.48998048790554,-244.12391190073936,2,-41.894099138923224,992.7523705779263,-10,-11.915337731892691,32301.623785378943,-335,242.77835497018168,-15307.317417511058,153,163.26325876787632
835,5381.368939956995,-54,-78.8360046120406,-16.719999999999814,0,-16.719999999999814,1704.0226053835202,-17,78.83478449482732,205.63932271763798,-2,3.4095099558218465,0.0,0,0.0,-688.3763029143572,7,-19.181317842542512,-244.12391190073936,2,-41.894099138923224,992.7523705779263,-10,-11.86130074689845,32397.257593979633,-336,275.89831053252783,-15407.825683624873,154,163.86989903496942
836,5381.348939956994,-54,-78.85600461204103,-16.739999999999817,0,-16.739999999999817,1704.0226053835202,-17,79.42501912528064,205.63932271763798,-2,3.4095099558218465,0.0,0,0.0,-688.3763029143572,7,-19.424355631552658,-244.12391190073936,2,-41.894099138923224,992.7523705779263,-10,-11.742843115715687,32492.819531012574,-337,287.56149754041326,-15508.323597009603,155,164.48689203114736
837,5381.328939956994,-54,-78.87600461204147,-16.75999999999982,0,-16.75999999999982,1704.0226053835202,-17,79.42501912528064,205.63932271763798,-2,3.4095099558218465,0.0,0,0.0,-688.3763029143572,7,-19.424355631552658,-244.12391190073936,2,-41.894099138923224,992.7523705779263,-10,-11.571082400273212,32588.407469818307,-338,287.58487244860225,-15608.896755762618,156,165.02863965903998
838,5381.3089399569935,-54,-78.8960046120419,-16.779999999999824,0,-16.779999999999824,1704.0226053835202,-17,79.42501912528064,205.63932271763798,-2,3.4095099558218465,0.0,0,0.0,-688.3763029143572,7,-19.424355631552658,-244.12391190073936,2,-41.894099138923224,992.7523705779263,-10,-10.801478505177556,32683.99666110805,-339,287.6094998408007,-15709.543292008471,157,165.497009794095
839,5381.288939956993,-54,-78.91600461204234,-16.799999999999827,0,-16.799999999999827,1704.0226053835202,-17,79.42501912528064,205.63932271763798,-2,3.4095099558218465,0.0,0,0.0,-688.3763029143572,7,-19.424355631552658,-244.12391190073936,2,-41.894099138923224,992.7523705779263,-10,-10.712691357108497,32779.55408561236,-340,287.6023604475704,-15810.227797892652,158,165.92741029082208
